Receipt Item Detail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cabang : All Branch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alamat : -;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Staff : All Staff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Periode : 01/01/2025 - 31/01/2025 00:00 - 23:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No. Receipt;Reff No.;Transaction Date;Store;Order Type;Cashier;Customer;Payment Type;Type;Repayment Date;Table No.;Settlement No.;Item Name;Category;Sub Category;Modifier;Qty;Unit Price;Item Sales;Discount Item;Discount Bill;Amount Redeem;Net Sales;Service Persen;Service;Delivery;Tax Persen;Tax;Comm Fee;Gratuity;Rounding;DP Pemesanan;Total;Company Name;Telepon;Telepon WA;Email;Alamat;No. Rekening;Nama Pemilik Rekening;Bill Counter
0010100006;121690010125012520015800006;2025-01-25 21:00:36;NEO STATION;DINE IN;OCES;yayan;cash;Sale;;tamu 4;25-0051;CHOCOLATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100006;121690010125012520015800006;2025-01-25 21:00:36;NEO STATION;DINE IN;OCES;yayan;cash;Sale;;tamu 4;25-0051;FRENCH FRIES;LIGHT MEALS;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;SOTO BANDUNG;NUSANTARA;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;NASI TIMBEL;NUSANTARA;;;2; 30.000 ; 60.000 ; 0 ; 0 ; 0 ; 60.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 60.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;CHICKEN KOREAN SPICY;MAIN COURSE ASIAN;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;SPAGHETTI CARBONARA;PASTA;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;CHICKEN STEAK;WESTERN;;;1; 50.000 ; 50.000 ; 0 ; 0 ; 0 ; 50.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 50.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;poetry sunset;SPARKLING SERIES;;;5; 26.000 ; 130.000 ; 0 ; 0 ; 0 ; 130.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 130.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;CARAMEL CREAM BRULEE;COFFEE;;;2; 26.000 ; 52.000 ; 0 ; 0 ; 0 ; 52.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 52.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;TARO LATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;Fresh Mango;HEALTHY  SMOOTHIE;;;2; 28.000 ; 56.000 ; 0 ; 0 ; 0 ; 56.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 56.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;STAR SYNDROME;NON COFFEE;;;2; 27.000 ; 54.000 ; 0 ; 0 ; 0 ; 54.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 54.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;BEEF YAKINIKU;MAIN COURSE ASIAN;;;2; 35.000 ; 70.000 ; 0 ; 0 ; 0 ; 70.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 70.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;SWEET COOKIES COFFEE;COFFEE;;;2; 28.000 ; 56.000 ; 0 ; 0 ; 0 ; 56.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 56.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;FRENCH FRIES;LIGHT MEALS;;;2; 23.000 ; 46.000 ; 0 ; 0 ; 0 ; 46.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 46.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;SPAGHETTI AGLIO OLIO;PASTA;;;1; 32.000 ; 32.000 ; 0 ; 0 ; 0 ; 32.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 32.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;MINERAL WATER;ADDITIONIONAL BAR;;;2; 3.000 ; 6.000 ; 0 ; 0 ; 0 ; 6.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 6.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;BEEF TERIYAKI;MAIN COURSE ASIAN;;;1; 37.000 ; 37.000 ; 0 ; 0 ; 0 ; 37.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 37.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;LEMON TEA;TEA;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;CHICKEN SPICY WINGS;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;ROTI BAKAR;SWEET BITES;;chocolatte 1X;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;LEMON TEA;TEA;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100009;121690010125012521245900009;2025-01-25 22:50:37;NEO STATION;DINE IN;OCES;eli;QR MANDIRI;Sale;;tamu 1;25-0051;STRAWBERRY TEA;TEA;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100008;121690010125012521051400008;2025-01-25 23:03:59;NEO STATION;DINE IN;OCES;wahyu;cash;Sale;;tamu 9;25-0051;CAFFE LATTE;COFFEE;;;2; 28.000 ; 56.000 ; 0 ; 0 ; 0 ; 56.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 56.000 ;Neo Station;;;;;;;-
0010100008;121690010125012521051400008;2025-01-25 23:03:59;NEO STATION;DINE IN;OCES;wahyu;cash;Sale;;tamu 9;25-0051;CAPPUCCINO;COFFEE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100008;121690010125012521051400008;2025-01-25 23:03:59;NEO STATION;DINE IN;OCES;wahyu;cash;Sale;;tamu 9;25-0051;CHOCOLATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100008;121690010125012521051400008;2025-01-25 23:03:59;NEO STATION;DINE IN;OCES;wahyu;cash;Sale;;tamu 9;25-0051;CHICKEN KARAAGE;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100008;121690010125012521051400008;2025-01-25 23:03:59;NEO STATION;DINE IN;OCES;wahyu;cash;Sale;;tamu 9;25-0051;FRENCH FRIES;LIGHT MEALS;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100008;121690010125012521051400008;2025-01-25 23:03:59;NEO STATION;DINE IN;OCES;wahyu;cash;Sale;;tamu 9;25-0051;ROTI BAKAR;SWEET BITES;;strawberry 1X;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100010;121690010118012518552100010;2025-01-25 23:59:39;NEO STATION;DINE IN;OCES;bu ratih;cash;Sale;;tamu 14;25-0051;Salted Creamy Coffee;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100010;121690010118012518552100010;2025-01-25 23:59:39;NEO STATION;DINE IN;OCES;bu ratih;cash;Sale;;tamu 14;25-0051;NASI BANGSAWAN;MAIN COURSE ASIAN;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100001;121690010126012500301700001;2025-01-26 00:30:17;NEO STATION;DINE IN;OCES;pa aldy;QR MANDIRI;Sale;;4;25-0052;SOTO BANDUNG;NUSANTARA;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100001;121690010126012500301700001;2025-01-26 00:30:17;NEO STATION;DINE IN;OCES;pa aldy;QR MANDIRI;Sale;;4;25-0052;CALAMARI RINGS;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100001;121690010126012500301700001;2025-01-26 00:30:17;NEO STATION;DINE IN;OCES;pa aldy;QR MANDIRI;Sale;;4;25-0052;NASI BANGSAWAN;MAIN COURSE ASIAN;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100001;121690010126012500301700001;2025-01-26 00:30:17;NEO STATION;DINE IN;OCES;pa aldy;QR MANDIRI;Sale;;4;25-0052;SPAGHETTI BOLOGNESE;PASTA;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100001;121690010126012500301700001;2025-01-26 00:30:17;NEO STATION;DINE IN;OCES;pa aldy;QR MANDIRI;Sale;;4;25-0052;SPAGHETTI CARBONARA;PASTA;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100001;121690010126012500301700001;2025-01-26 00:30:17;NEO STATION;DINE IN;OCES;pa aldy;QR MANDIRI;Sale;;4;25-0052;EJ PEACE FRIED RICE;TEPPANYAKI FRIED RICE;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100001;121690010126012500301700001;2025-01-26 00:30:17;NEO STATION;DINE IN;OCES;pa aldy;QR MANDIRI;Sale;;4;25-0052;NASI BANGSAWAN;MAIN COURSE ASIAN;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100010;121690010125012522184300010;2025-01-26 00:33:52;NEO STATION;DINE IN;OCES;om oki;cash;Sale;;tamu 12;25-0052;NASI BANGSAWAN;MAIN COURSE ASIAN;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100002;121690010126012509434700002;2025-01-26 09:43:47;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0053;Baileys Coffee;Coffee Signature;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100001;121690010126012509140800001;2025-01-26 09:59:48;NEO STATION;DINE IN;DHIKA;Syafa;cash;Sale;;tamu 14;25-0053;GREENTEA LATTE;NON COFFEE;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100001;121690010126012509140800001;2025-01-26 09:59:48;NEO STATION;DINE IN;DHIKA;Syafa;cash;Sale;;tamu 14;25-0053;ROTI BAKAR;SWEET BITES;;chocolatte 1X;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100003;121690010126012510314800003;2025-01-26 10:31:48;NEO STATION;DINE IN;DHIKA;;debit;Sale;;;25-0053;CAPPUCCINO;COFFEE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100004;121690010126012511015600004;2025-01-26 11:01:56;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0053;Fresh Mango;HEALTHY  SMOOTHIE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100005;121690010126012512394600005;2025-01-26 12:39:46;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0053;AMERICANO;COFFEE;;;2; 24.000 ; 48.000 ; 0 ; 0 ; 0 ; 48.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 48.000 ;Neo Station;;;;;;;-
0010100005;121690010126012512394600005;2025-01-26 12:39:46;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0053;Lemon;ADDITIONIONAL BAR;;;1; 5.000 ; 5.000 ; 0 ; 0 ; 0 ; 5.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 5.000 ;Neo Station;;;;;;;-
0010100005;121690010126012512394600005;2025-01-26 12:39:46;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0053;MINERAL WATER;ADDITIONIONAL BAR;;;2; 3.000 ; 6.000 ; 0 ; 0 ; 0 ; 6.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 6.000 ;Neo Station;;;;;;;-
0010100006;121690010126012513133700006;2025-01-26 13:13:37;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0053;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100007;121690010126012513285700007;2025-01-26 13:28:57;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0053;GREENTEA LATTE;NON COFFEE;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100008;121690010126012513310400008;2025-01-26 13:31:04;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0053;Salted Creamy Coffee;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100008;121690010126012513310400008;2025-01-26 13:31:04;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0053;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100009;121690010126012513532100009;2025-01-26 13:53:21;NEO STATION;DINE IN;DHIKA;;cash;Sale;;;25-0053;Fresh Mango;HEALTHY  SMOOTHIE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100010;121690010126012513574100010;2025-01-26 13:57:41;NEO STATION;DINE IN;DHIKA;;cash;Sale;;;25-0053;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;2; 25.000 ; 50.000 ; 0 ; 0 ; 0 ; 50.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 50.000 ;Neo Station;;;;;;;-
0010100011;121690010126012514015500011;2025-01-26 14:01:55;NEO STATION;DINE IN;DHIKA;;cash;Sale;;;25-0053;GREENTEA LATTE;NON COFFEE;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100012;121690010126012514053500012;2025-01-26 14:05:35;NEO STATION;DINE IN;DHIKA;sela;debit;Sale;;;25-0053;Baileys Coffee;Coffee Signature;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100012;121690010126012514053500012;2025-01-26 14:05:35;NEO STATION;DINE IN;DHIKA;sela;debit;Sale;;;25-0053;PEACH TEA;TEA;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100013;121690010126012514080200013;2025-01-26 14:08:02;NEO STATION;DINE IN;DHIKA;;debit;Sale;;;25-0053;Matcha White Choco;Cookies;;;1; 18.000 ; 18.000 ; 0 ; 0 ; 0 ; 18.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 18.000 ;Neo Station;;;;;;;-
0010100013;121690010126012514080200013;2025-01-26 14:08:02;NEO STATION;DINE IN;DHIKA;;debit;Sale;;;25-0053;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100014;121690010126012514111900014;2025-01-26 14:11:19;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0053;GREENTEA LATTE;NON COFFEE;;;2; 25.000 ; 50.000 ; 0 ; 0 ; 0 ; 50.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 50.000 ;Neo Station;;;;;;;-
0010100015;121690010126012514192500015;2025-01-26 14:19:25;NEO STATION;DINE IN;DHIKA;ajat;QR MANDIRI;Sale;;;25-0053;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100016;121690010126012514492700016;2025-01-26 14:49:27;NEO STATION;DINE IN;DHIKA;;cash;Sale;;;25-0053;NASI PUTIH;Additional Kitchen;;;1; 5.000 ; 5.000 ; 0 ; 0 ; 0 ; 5.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 5.000 ;Neo Station;;;;;;;-
0010100017;121690010126012515094500017;2025-01-26 15:09:45;NEO STATION;DINE IN;DHIKA;;cash;Sale;;;25-0053;BEEF TERIYAKI;MAIN COURSE ASIAN;;;1; 37.000 ; 37.000 ; 0 ; 0 ; 0 ; 37.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 37.000 ;Neo Station;;;;;;;-
0010100018;121690010126012515105200018;2025-01-26 15:10:52;NEO STATION;DINE IN;DHIKA;;cash;Sale;;;25-0053;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100019;121690010126012515114300019;2025-01-26 15:11:43;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0053;tropical day;SPARKLING SERIES;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100020;121690010126012515331200020;2025-01-26 15:33:12;NEO STATION;DINE IN;DHIKA;caca;QR MANDIRI;Sale;;;25-0053;CHICKEN TERIYAKI;MAIN COURSE ASIAN;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100021;121690010126012515343600021;2025-01-26 15:34:36;NEO STATION;DINE IN;DHIKA;tanti;QR MANDIRI;Sale;;;25-0053;Fresh Mango;HEALTHY  SMOOTHIE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100022;121690010126012515363700022;2025-01-26 15:36:37;NEO STATION;DINE IN;DHIKA;caca ;QR MANDIRI;Sale;;;25-0053;Baileys Coffee;Coffee Signature;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100023;121690010126012515411300023;2025-01-26 15:41:13;NEO STATION;DINE IN;DHIKA;;cash;Sale;;;25-0053;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
